키워드를 추가 할 광고그룹ID 와 신규 키워드를 입력하세요.,,,,
광고그룹ID는 '광고다운로드' 파일에서 확인할 수 있습니다. 입찰가는 쉼표나 '원' 표시를 제외한 숫자만 입력해 주세요.,,,,
입력은 최대 만(10000)개까지 가능합니다. (광고그룹 당 키워드는 1000개까지 등록가능합니다),,,,
그룹의 웹사이트URL이 1개인 경우라도 PC/모바일 URL에 동일하게 2번 입력해주시고 PC/모바일 웹사이트를 별도로 가지고 있는 경우에만 URL을 PC /모바일 구분해서 입력하세요. URL은 http:// 등으로 시작하는 형식이어야 합니다.,,,,
[중요] 7행부터 입력값이 시스템에 반영됩니다. 1~6행을 삭제하지 마세요. 엑셀에서 저장시 CSV 파일형식을 꼭 확인하시기 바랍니다.,,,,
광고그룹ID(필수),키워드(필수),PC URL(선택),모바일 URL(선택),"키워드입찰가(선택,숫자만)"
grp-a001-01-000000072062700,계양구우레탄방수공사,,,2000
grp-a001-01-000000072062700,서구우레탄방수공사,,,2000
grp-a001-01-000000072062700,남동구우레탄방수공사,,,2000
grp-a001-01-000000072062700,연수구우레탄방수공사,,,2000
grp-a001-01-000000072062700,미추홀구우레탄방수공사,,,2000
grp-a001-01-000000072062700,중구우레탄방수공사,,,2000
grp-a001-01-000000072062700,동구우레탄방수공사,,,2000
grp-a001-01-000000072062700,인천건물하자보수,,,1500
grp-a001-01-000000072062700,부평구건물방수,,,1200
grp-a001-01-000000072062700,계양구건물방수,,,1200
grp-a001-01-000000072062700,서구건물방수,,,1200
grp-a001-01-000000072062700,남동구건물방수,,,1200
grp-a001-01-000000072062700,연수구건물방수,,,1200
grp-a001-01-000000072062700,미추홀구건물방수,,,1200
grp-a001-01-000000072062700,중구건물방수,,,1200
grp-a001-01-000000072062700,동구건물방수,,,1200
grp-a001-01-000000072062700,인천외벽균열보수,,,1500
grp-a001-01-000000072062700,부평구외벽방수,,,2000
grp-a001-01-000000072062700,계양구외벽방수,,,2000
grp-a001-01-000000072062700,서구외벽방수,,,2000
grp-a001-01-000000072062700,남동구외벽방수,,,2000
grp-a001-01-000000072062700,연수구외벽방수,,,2000
grp-a001-01-000000072062700,미추홀구외벽방수,,,2000
grp-a001-01-000000072062700,중구외벽방수,,,2000
grp-a001-01-000000072062700,동구외벽방수,,,2000
grp-a001-01-000000072062700,인천도장공사,,,1200
grp-a001-01-000000072062700,부평구주차장방수,,,2000
grp-a001-01-000000072062700,계양구주차장방수,,,2000
grp-a001-01-000000072062700,서구주차장방수,,,2000
grp-a001-01-000000072062700,남동구주차장방수,,,2000
grp-a001-01-000000072062700,연수구주차장방수,,,2000
grp-a001-01-000000072062700,미추홀구주차장방수,,,2000
grp-a001-01-000000072062700,중구주차장방수,,,2000
grp-a001-01-000000072062700,동구주차장방수,,,2000
grp-a001-01-000000072062700,인천건물도장,,,1200
grp-a001-01-000000072062700,부평구누수공사,,,1500
grp-a001-01-000000072062700,계양구누수공사,,,1500
grp-a001-01-000000072062700,서구누수공사,,,1500
grp-a001-01-000000072062700,남동구누수공사,,,1500
grp-a001-01-000000072062700,연수구누수공사,,,1500
grp-a001-01-000000072062700,미추홀구누수공사,,,1500
grp-a001-01-000000072062700,중구누수공사,,,1500
grp-a001-01-000000072062700,동구누수공사,,,1500
grp-a001-01-000000072062700,인천외벽페인트,,,1200
grp-a001-01-000000072062700,부평구건물누수,,,1500
grp-a001-01-000000072062700,계양구건물누수,,,1500
grp-a001-01-000000072062700,서구건물누수,,,1500
grp-a001-01-000000072062700,남동구건물누수,,,1500
grp-a001-01-000000072062700,연수구건물누수,,,1500
grp-a001-01-000000072062700,미추홀구건물누수,,,1500
grp-a001-01-000000072062700,중구건물누수,,,1500
grp-a001-01-000000072062700,동구건물누수,,,1500
grp-a001-01-000000072062700,인천공장도장,,,1500
grp-a001-01-000000072062700,부평구하자보수,,,1500
grp-a001-01-000000072062700,계양구하자보수,,,1500
grp-a001-01-000000072062700,서구하자보수,,,1500
grp-a001-01-000000072062700,남동구하자보수,,,1500
grp-a001-01-000000072062700,연수구하자보수,,,1500
grp-a001-01-000000072062700,미추홀구하자보수,,,1500
grp-a001-01-000000072062700,중구하자보수,,,1500
grp-a001-01-000000072062700,동구하자보수,,,1500
grp-a001-01-000000072062700,인천상가도장,,,1500
grp-a001-01-000000072062700,강서구방수공사,,,2000
grp-a001-01-000000072062700,강서구옥상방수,,,2000
grp-a001-01-000000072062700,강서구옥상방수공사,,,2000
grp-a001-01-000000072062700,강서구우레탄방수,,,2000
grp-a001-01-000000072062700,강서구우레탄방수공사,,,2000
grp-a001-01-000000072062700,강서구건물방수,,,1200
grp-a001-01-000000072062700,강서구외벽방수,,,2000
grp-a001-01-000000072062700,강서구주차장방수,,,2000
grp-a001-01-000000072062700,강서구누수공사,,,1500
grp-a001-01-000000072062700,강서구건물누수,,,1500
grp-a001-01-000000072062700,강서구하자보수,,,1500
grp-a001-01-000000072062700,인천방수견적,,,1200
grp-a001-01-000000072062700,인천방수공사비용,,,2000
grp-a001-01-000000072062700,인천누수탐지,,,1500
grp-a001-01-000000072062700,인천누수탐지업체,,,1500
grp-a001-01-000000072062700,인천도장견적,,,1200
grp-a001-01-000000072062700,인천옹진군방수공사,,,2000
grp-a001-01-000000072062702,서울방수공사,,,2000
grp-a001-01-000000072062702,양천구방수공사,,,2000
grp-a001-01-000000072062702,구로구방수공사,,,2000
grp-a001-01-000000072062702,금천구방수공사,,,2000
grp-a001-01-000000072062702,마포구방수공사,,,2000
grp-a001-01-000000072062702,동작구방수공사,,,2000
grp-a001-01-000000072062702,관악구방수공사,,,2000
grp-a001-01-000000072062702,양천구옥상방수,,,2000
grp-a001-01-000000072062702,구로구옥상방수,,,2000
grp-a001-01-000000072062702,금천구옥상방수,,,2000
grp-a001-01-000000072062702,영등포구옥상방수,,,2000
grp-a001-01-000000072062702,마포구옥상방수,,,2000
grp-a001-01-000000072062702,관악구옥상방수,,,2000
grp-a001-01-000000072062702,서울옥상방수공사,,,2000
grp-a001-01-000000072062702,양천구옥상방수공사,,,2000
grp-a001-01-000000072062702,구로구옥상방수공사,,,2000
grp-a001-01-000000072062702,금천구옥상방수공사,,,2000
grp-a001-01-000000072062702,영등포구옥상방수공사,,,2000
grp-a001-01-000000072062702,마포구옥상방수공사,,,2000
grp-a001-01-000000072062702,동작구옥상방수공사,,,2000
grp-a001-01-000000072062702,서울우레탄방수,,,2000
grp-a001-01-000000072062702,양천구우레탄방수,,,2000
grp-a001-01-000000072062702,구로구우레탄방수,,,2000
grp-a001-01-000000072062702,금천구우레탄방수,,,2000
grp-a001-01-000000072062702,영등포구우레탄방수,,,2000
grp-a001-01-000000072062702,마포구우레탄방수,,,2000
grp-a001-01-000000072062702,동작구우레탄방수,,,2000
grp-a001-01-000000072062702,관악구우레탄방수,,,2000
grp-a001-01-000000072062702,서울우레탄방수공사,,,2000
grp-a001-01-000000072062702,양천구우레탄방수공사,,,2000
grp-a001-01-000000072062702,구로구우레탄방수공사,,,2000
grp-a001-01-000000072062702,금천구우레탄방수공사,,,2000
grp-a001-01-000000072062702,영등포구우레탄방수공사,,,2000
grp-a001-01-000000072062702,동작구우레탄방수공사,,,2000
grp-a001-01-000000072062702,관악구우레탄방수공사,,,2000
grp-a001-01-000000072062702,서울건물방수,,,1200
grp-a001-01-000000072062702,양천구건물방수,,,1200
grp-a001-01-000000072062702,구로구건물방수,,,1200
grp-a001-01-000000072062702,영등포구건물방수,,,1200
grp-a001-01-000000072062702,마포구건물방수,,,1200
grp-a001-01-000000072062702,관악구건물방수,,,1200
grp-a001-01-000000072062702,서울외벽방수,,,2000
grp-a001-01-000000072062702,양천구외벽방수,,,2000
grp-a001-01-000000072062702,구로구외벽방수,,,2000
grp-a001-01-000000072062702,금천구외벽방수,,,2000
grp-a001-01-000000072062702,영등포구외벽방수,,,2000
grp-a001-01-000000072062702,마포구외벽방수,,,2000
grp-a001-01-000000072062702,동작구외벽방수,,,2000
grp-a001-01-000000072062702,관악구외벽방수,,,2000
grp-a001-01-000000072062702,서울주차장방수,,,2000
grp-a001-01-000000072062702,양천구주차장방수,,,2000
grp-a001-01-000000072062702,구로구주차장방수,,,2000
grp-a001-01-000000072062702,금천구주차장방수,,,2000
grp-a001-01-000000072062702,영등포구주차장방수,,,2000
grp-a001-01-000000072062702,마포구주차장방수,,,2000
grp-a001-01-000000072062702,동작구주차장방수,,,2000
grp-a001-01-000000072062702,관악구주차장방수,,,2000
grp-a001-01-000000072062702,서울누수공사,,,1500
grp-a001-01-000000072062702,양천구누수공사,,,1500
grp-a001-01-000000072062702,구로구누수공사,,,1500
grp-a001-01-000000072062702,영등포구누수공사,,,1500
grp-a001-01-000000072062702,관악구누수공사,,,1500
grp-a001-01-000000072062702,서울건물누수,,,1500
grp-a001-01-000000072062702,양천구건물누수,,,1500
grp-a001-01-000000072062702,금천구건물누수,,,1500
grp-a001-01-000000072062702,마포구건물누수,,,1500
grp-a001-01-000000072062702,동작구건물누수,,,1500
grp-a001-01-000000072062702,관악구건물누수,,,1500
grp-a001-01-000000072062702,서울하자보수,,,1500
grp-a001-01-000000072062702,양천구하자보수,,,1500
grp-a001-01-000000072062702,구로구하자보수,,,1500
grp-a001-01-000000072062702,금천구하자보수,,,1500
grp-a001-01-000000072062702,영등포구하자보수,,,1500
grp-a001-01-000000072062702,마포구하자보수,,,1500
grp-a001-01-000000072062702,동작구하자보수,,,1500
grp-a001-01-000000072062702,관악구하자보수,,,1500
grp-a001-01-000000072062702,서울방수견적,,,1200
grp-a001-01-000000072062702,서울방수공사비용,,,2000
grp-a001-01-000000072062702,서울누수탐지,,,1200
grp-a001-01-000000072062702,서울누수탐지업체,,,1500
grp-a001-01-000000072062702,양천구누수탐지,,,1200
grp-a001-01-000000072062702,구로구누수탐지,,,1200
grp-a001-01-000000072062702,영등포구방수견적,,,1200
grp-a001-01-000000072062656,장충동주차장에폭시,,,1500
grp-a001-01-000000072062656,중구주차장에폭시,,,1500
grp-a001-01-000000072062656,중구주차장바닥공사,,,1500
grp-a001-01-000000072062668,오피스텔외벽도색,,,1200
grp-a001-01-000000072062668,오피스텔외벽도장,,,1200
grp-a001-01-000000072062686,삼송오피스텔도색,,,1200
grp-a001-01-000000072062686,고양오피스텔외벽도장,,,1200
